,0,1,2,3,4
juan,0,0,0,0,0
judg,0,0,0,0,0
judgement,0,0,0,0,0
juic,0,0,0,0,0
juice,0,0,0,0,0
juli,0,0,0,0,0
julia,0,0,0,0,0
jump,0,0,0,0,0
june,0,0,0,0,0
junior,0,0,0,0,0
junk,0,0,0,0,0
junki,0,0,0,0,0
junkie,0,0,0,0,0
justifi,0,0,0,0,0
kaaay,0,0,0,0,0
kamp,0,0,0,0,0
kang,0,0,0,0,0
kansa,0,0,0,0,0
katelyn,0,0,0,0,0
kedzie,0,0,0,0,0
keep,0,0,0,0,0
kempt,0,0,0,0,0
kept,0,0,0,0,0
ketchup,0,0,0,0,0
ketup,0,0,0,0,0
kevin,0,0,0,0,0
key,0,0,0,0,0
kfc,0,0,0,0,0
kick,0,0,0,0,0
kid,0,0,0,0,0
kiddi,0,0,0,0,0
kiddo,0,0,0,0,0
kids,0,0,0,0,0
kildar,0,0,0,0,0
kill,0,0,0,0,0
killer,0,0,0,0,0
kind,0,0,0,0,0
kinda,0,0,0,0,0
kindli,0,0,0,0,0
king,0,0,0,0,0
kiss,0,0,0,0,0
kit,0,0,0,0,0
kitchen,0,0,0,0,0
klassi,0,0,0,0,0
kmart,0,0,0,0,0
knee,0,0,0,0,0
knew,0,0,0,0,0
knock,0,0,0,0,0
know,0,0,0,0,2
knowgoin,0,0,0,0,0
knowledg,0,0,0,0,0
known,0,0,0,0,0
kolach,0,0,0,0,0
korean,0,0,0,0,0
koreatown,0,0,0,0,0
kostner,0,0,0,0,0
kreme,0,0,0,0,0
krey,0,0,0,0,0
krispi,0,0,0,0,0
kroc,0,0,0,0,0
ks,0,0,0,0,0
kudo,0,0,0,0,0
kung,0,0,0,0,0
la,0,0,0,0,0
lab,0,0,0,0,0
label,0,0,0,0,0
lace,0,0,0,0,0
lacey,0,0,0,0,0
lack,0,0,0,0,0
lackadais,0,0,0,0,0
lacklust,0,0,0,0,0
lacross,0,0,0,0,0
ladder,0,0,0,0,0
ladi,0,0,0,0,0
lag,0,0,0,0,0
laid,0,0,0,0,0
laissez,0,0,0,0,0
lake,0,0,0,0,0
lame,0,0,0,0,0
lamoni,0,0,0,0,0
lamp,0,0,0,0,0
lan,0,0,0,0,0
land,0,0,0,0,0
landscap,0,0,0,0,0
lane,0,0,0,0,0
languag,0,0,0,0,0
lap,0,0,0,0,0
laptop,0,0,0,0,0
larg,0,0,0,0,0
larger,0,0,0,0,0
largest,0,0,0,0,0
laser,0,0,0,0,0
last,0,0,0,0,0
lastli,0,0,0,0,0
late,0,0,0,0,0
later,0,0,0,0,0
latest,0,0,0,0,0
latin,0,0,0,0,0
latina,0,0,0,0,0
latino,0,0,0,0,0
latt,0,0,0,0,0
latter,0,0,0,0,0
laudabl,0,0,0,0,0
laugh,0,0,0,0,0
laughter,0,0,0,0,0
launch,0,0,0,0,0
laundromat,0,0,0,0,0
law,0,0,0,0,0
lawsuit,0,0,0,0,0
lawyer,0,0,0,0,0
lax,0,0,0,0,0
lay,0,0,0,0,0
layer,0,0,0,0,0
layout,0,0,0,0,0
lazi,0,0,0,0,0
laziest,0,0,0,0,0
lazili,0,0,0,0,0
lb,0,0,0,0,0
lbj,0,0,0,0,0
lead,0,0,0,0,0
leaf,0,0,0,0,0
leak,0,0,0,0,0
learn,0,0,0,0,0
least,0,0,0,0,1
leather,0,0,0,0,0
leav,0,0,0,0,0
leave,0,0,0,0,0
lectric,0,0,0,0,0
lectur,0,0,0,0,0
led,0,0,0,0,0
left,0,1,1,0,0
leftov,0,0,0,0,0
leg,0,0,0,0,0
legacy,0,0,0,0,0
legal,0,0,0,0,0
legendari,0,0,0,0,0
legit,0,0,0,0,0
legitim,0,0,0,0,0
lemonad,0,0,0,0,0
lemonade,0,0,0,0,0
length,0,0,0,0,0
less,0,0,0,0,1
lesser,0,0,0,0,0
lesson,0,0,0,0,0
lest,0,0,0,0,0
let,0,0,0,0,0
letdown,0,0,0,0,0
letter,0,0,0,0,0
lettuc,0,0,0,0,0
lettuce,0,0,0,0,0
lettucey,0,0,0,0,0
level,0,0,0,0,0
liar,0,0,0,0,0
librari,0,0,0,0,0
licens,0,0,0,0,0
lid,0,0,0,0,0
lie,0,0,0,0,0
life,0,0,0,0,0
life3,0,0,0,0,0
lifebi,0,0,0,0,0
lifeless,0,0,0,0,0
lifestyl,0,0,0,0,0
lifetim,0,0,0,0,0
lifetime,0,0,0,0,0
lift,0,0,0,0,0
light,0,0,0,0,0
lighten,0,0,0,0,0
lighter,0,0,0,0,0
lightli,0,0,0,0,0
lightn,0,0,0,0,0
liiiiitl,0,0,0,0,0
lik,0,0,0,0,0
like,0,0,0,0,0
likey,0,0,0,0,0
lil,0,0,0,0,0
lili,0,0,0,0,0
limb,0,0,0,0,0
limbo,0,0,0,0,0
lime,0,0,0,0,0
limit,0,0,0,0,0
limp,0,0,0,0,0
limpi,0,0,0,0,0
line,0,0,0,0,0
liner,0,0,0,0,0
linger,0,0,0,0,0
lingo,0,0,0,0,0
lint,0,0,0,0,0
lion,0,0,0,0,0
lionheart,0,0,0,0,0
lip,0,0,0,0,1
lipscomb,0,0,0,0,0
lipstick,0,0,0,0,0
liquid,0,0,0,0,0
list,0,0,0,0,0
listen,0,0,0,0,0
lit,0,0,0,0,0
liter,0,0,0,0,0
literari,0,0,0,0,0
litter,0,0,0,0,0
littl,0,0,0,0,0
littler,0,0,0,0,0
lityl,0,0,0,0,0
live,0,0,0,0,0
liver,0,0,0,0,0
livessav,0,0,0,0,0
livingsoci,0,0,0,0,0
llo,0,0,0,0,0
lloyd,0,0,0,0,0
lmao,0,0,0,0,0
ln,0,0,0,0,0
lo,0,0,0,0,0
load,0,0,0,0,0
loath,0,0,0,0,0
lobbi,0,0,0,0,0
loc,0,0,0,0,0
local,0,0,0,0,0
locat,0,0,0,0,2
locathttp,0,0,0,0,0
location,0,0,0,0,0
lock,0,0,0,0,0
loction,0,0,0,0,0
lodg,0,0,0,0,0
log,0,0,0,0,0
logan,0,0,0,0,0
logic,0,0,0,0,0
logo,0,0,0,0,0
loiter,0,0,0,0,0
lol,0,0,0,0,0
lombard,0,0,0,0,0
long,0,0,0,0,0
longer,0,0,0,0,0
longest,0,0,0,0,0
longish,0,0,0,0,0
look,0,0,1,0,0
loong,0,0,0,0,0
looni,0,0,0,0,0
loooonnnng,0,0,0,0,0
looooong,0,0,0,0,0
loooooov,0,0,0,0,0
loop,0,0,0,0,0
loos,0,0,0,0,0
loot,0,0,0,0,0
lopsid,0,0,0,0,0
lord,0,0,0,0,0
lose,0,0,0,0,0
loss,0,0,0,0,0
lost,0,0,1,0,0
lot,0,0,0,0,1
lot1016amoh,0,0,0,0,0
lotta,0,0,0,0,0
lotteri,0,0,0,0,0
loud,0,0,0,0,0
loudest,0,0,0,0,0
loudli,0,0,0,0,0
loung,0,0,0,0,0
lousi,0,0,0,0,0
love,0,0,0,0,0
lover,1,0,0,0,0
lovin,0,0,0,0,0
lovingli,0,0,0,0,0
low,0,0,0,0,0
lowel,0,0,0,0,0
lower,0,0,0,0,0
lowest,0,0,0,0,0
lowlif,0,0,0,0,0
loyola,0,0,0,0,0
lp,0,0,0,0,0
lrg,0,0,0,0,0
lteral,0,0,0,0,0
luck,0,0,0,0,0
lucki,0,0,0,0,0
luckili,0,0,0,0,0
lude,0,0,0,0,0
ludlam,0,0,0,0,0
luke,0,0,0,0,0
lukewarm,0,0,0,0,0
lull,0,0,0,0,0
lump,0,0,0,0,0
lunch,0,0,0,0,0
lunchtim,0,0,0,0,0
lunchtimei,0,0,0,0,0
lure,0,0,0,0,0
luv,0,0,0,0,0
luxor,0,0,0,0,0
luxuri,0,0,0,0,0
lyon,0,0,0,0,0
mac,0,0,0,0,0
macarthur,0,0,0,0,0
macdonald,0,0,0,0,0
macedonia,0,0,0,0,0
machin,0,0,0,0,0
machines,0,0,0,0,0
macnic,0,0,0,0,0
macroeconom,0,0,0,0,0
mad,0,0,0,0,0
madden,0,0,0,0,0
made,0,0,0,0,0
madli,0,0,0,0,0
maek,0,0,0,0,0
mag,0,0,0,0,0
magazin,0,0,0,0,0
magic,0,0,0,0,0
magnific,0,0,0,0,0
mail,0,0,0,0,0
mailer,0,0,0,0,0
main,0,0,0,0,0
mainli,0,0,0,0,0
maintain,0,0,0,0,0
mainten,0,0,0,0,0
major,0,0,0,0,0
make,0,0,0,0,0
makeov,0,0,0,0,0
maker,0,0,0,0,0
makin,0,0,0,0,0
malaysia,0,0,0,0,0
malbec,0,0,0,0,0
male,0,0,0,0,0
malfunct,0,0,0,0,0
mall,0,0,0,0,0
mallrat,0,0,0,0,0
mama,0,0,0,0,0
mammal,0,0,0,0,0
man,0,0,0,0,0
manag,0,0,1,0,0
manageable,0,0,0,0,0
manager,0,0,0,0,0
maneuv,0,0,0,0,0
manger,0,0,0,0,0
mango,0,0,0,0,0
manhattan,0,0,0,0,0
mani,0,0,0,0,1
maniacli,0,0,0,0,0
manifest,0,0,0,0,0
manila,0,0,0,0,0
mannais,0,0,0,0,0
manner,0,0,0,0,0
mannnn,0,0,0,0,0
manual,0,0,0,0,0
manuel,0,0,0,0,0
march,0,0,0,0,0
margin,0,0,0,0,0
maria,0,0,0,0,0
marinara,0,0,0,0,0
mark,0,0,0,0,0
markedli,0,0,0,0,0
market,0,0,0,0,0
mart,0,0,0,0,0
martha,0,0,0,0,0
martin,0,0,0,0,0
maryland,0,0,0,0,0
masa,0,0,0,0,0
mascot,0,0,0,0,0
mass,0,0,0,0,0
massiv,0,0,0,0,0
master,0,0,0,0,0
match,0,0,0,0,0
materi,0,0,0,0,0
math,0,0,0,0,0
matrix,0,0,0,0,0
matter,0,0,0,0,0
mauri,0,0,0,0,0
max,0,0,0,0,0
maximum,0,0,0,0,0
maxwel,0,0,0,0,0
may,0,0,0,0,0
mayb,0,0,0,0,0
mayo,0,0,0,0,0
mayonais,0,0,0,0,0
mayonnais,0,0,0,0,0
mayor,0,0,0,0,0
mayra,0,0,0,0,0
maz,0,0,0,0,0
maze,0,0,0,0,0
mc,0,0,0,0,0
mcboringp,0,0,0,0,0
mccaf,0,0,0,0,0
mccafe,0,0,0,0,0
mccarran,0,0,0,0,0
mccarter,0,0,0,0,0
mcchees,0,0,0,0,0
mcchichen,0,0,0,0,0
mcchicken,0,0,0,0,0
mcclurg,0,0,0,0,0
mccorporationbucks,0,0,0,0,0
mccrap,0,0,0,0,0
mccrave,0,0,0,0,0
mcd,1,0,0,0,0
mcdee,0,0,0,0,0
mcdeez,0,0,0,0,0
mcdi,0,0,0,0,0
mcdo,0,0,0,0,0
mcdolald,0,0,0,0,0
mcdoland,0,0,0,0,0
mcdon,0,0,0,0,0
mcdonal,0,0,0,0,0
mcdonald,0,1,0,0,2
mcdonalds,0,0,0,0,0
mcdonaldsi,0,0,0,0,0
mcdonaldsthen,0,0,0,0,0
mcdonnald,0,0,0,0,0
mcdoubl,0,0,0,0,0
mcds,0,0,0,0,0
mcduck,0,0,0,0,0
mcdud,0,0,0,0,0
mcdumbass,0,0,0,0,0
mcf,0,0,0,0,0
mcfail,0,0,0,0,0
mcfish,0,0,0,0,0
mcfix,0,0,0,0,0
mcflurri,0,0,0,0,0
mcfood,0,0,0,0,0
mcgangbang,0,0,0,0,0
mcghetto,0,0,0,0,0
mcgo,0,0,0,0,0
mcgriddl,0,0,0,0,0
mcgriddle,0,0,0,0,0
mcguan,0,0,0,0,0
mcheat,0,0,0,0,0
mchicken,0,0,0,0,0
mcintosh,0,0,0,0,0
mckingdom,0,0,0,0,0
mckinley,0,0,0,0,0
mclover,0,0,0,0,0
mclovin,0,0,0,0,0
mcmahon,0,0,0,0,0
mcmeal,0,0,0,0,0
mcmoney,0,0,0,0,0
mcmuffin,0,0,0,0,0
mcnasti,0,0,0,0,0
mcnoodl,0,0,0,0,0
mcnugget,0,0,0,0,0
mcnuggets,0,0,0,0,0
mcrape,0,0,0,0,0
mcrib,0,0,0,0,0
mcribberson,0,0,0,0,0
mcsatan,0,0,0,0,0
mcsuck,0,0,0,0,0
mcwork,0,0,0,0,0
mcworld,0,0,0,0,0
mcwrap,0,0,0,0,0
md,0,0,0,0,0
meal,0,0,0,0,0
meals,0,0,0,0,0
mean,0,0,0,0,0
meanest,0,0,0,0,0
meaningless,0,0,0,0,0
meant,0,0,0,0,0
meantim,0,0,0,0,0
meanwhil,0,0,0,0,0
measli,0,0,0,0,0
measur,0,0,0,0,0
meat,0,0,0,0,0
meatbal,0,0,0,0,0
meatless,0,0,0,0,0
mecca,0,0,0,0,0
mechan,0,0,0,0,0
med,0,0,0,0,0
media,0,0,0,0,0
media4,0,0,0,0,0
median,0,0,0,0,0
mediocr,0,0,0,0,0
mediterranean,0,0,0,0,0
medium,0,0,0,0,0
meet,0,0,0,0,0
meets,0,0,0,0,0
meh,0,0,0,0,0
melon,0,0,0,0,0
melt,0,0,0,0,0
melti,0,0,0,0,0
member,0,0,0,0,0
memo,0,0,0,0,0
memor,0,0,0,0,0
memori,0,0,0,0,0
men,0,0,0,0,0
menac,0,0,0,0,0
mensroom,0,0,0,0,0
ment,0,0,0,0,0
mental,0,0,0,0,0
mention,0,0,0,0,0
mentioning,0,0,0,0,0
menton,0,0,0,0,0
menu,0,0,0,0,0
menuget,0,0,0,0,0
menui,0,0,0,0,0
menunair,0,0,0,0,0
menus,0,0,0,0,0
mercenari,0,0,0,0,0
merchandis,0,0,0,0,0
merci,0,0,0,0,0
merg,0,0,0,0,0
merit,0,0,0,0,0
mesh,0,0,0,0,0
mess,0,0,0,0,0
messag,0,0,0,0,0
messi,0,0,0,0,0
met,0,0,0,0,0
metabol,0,0,0,0,0
meth,0,0,0,0,0
metro,0,0,0,0,0
metrocard,0,0,0,0,0
mexican,0,0,0,0,0
mg,0,0,0,0,0
mgr,0,0,1,0,0
mho,0,0,0,0,0
mi,0,0,0,0,0
miami,0,0,0,0,0
mic,0,0,0,0,0
michel,0,0,0,0,0
mickey,0,0,0,0,0
mickeyd,0,0,0,0,0
micki,0,0,0,0,0
mickie,0,0,0,0,0
mickyd,0,0,0,0,0
microwav,0,0,0,0,0
mid,0,0,0,0,0
middl,0,0,0,0,0
midnight,0,0,0,0,0
midtown,0,0,0,0,0
might,0,0,0,0,0
mighti,0,0,0,0,0
mignon,0,0,0,0,0
miguel,0,0,0,0,0
mike,0,0,0,0,0
mikey,0,0,0,0,0
mil,0,0,0,0,0
mildli,0,0,0,0,0
mile,0,0,0,0,0
milk,0,0,0,0,0
milkshak,0,0,0,0,0
mill,0,0,0,0,0
million,0,0,0,0,0
milwaukee,0,0,0,0,0
mimick,0,0,0,0,0
min,0,0,0,0,0
mind,0,0,0,0,0
mine,0,0,0,0,0
minetta,0,0,0,0,0
mingl,0,0,0,0,0
mini,0,0,0,0,0
minim,0,0,0,0,0
minimum,0,0,0,0,0
minor,0,0,0,0,0
mint,0,0,0,0,0
minti,0,0,0,0,0
mintu,0,0,0,0,0
minu,0,0,0,0,0
minuit,0,0,0,0,0
minut,0,1,2,0,1
minutes,0,0,0,0,0
miracl,0,0,0,0,0
misbehav,0,0,0,0,0
miser,0,0,0,0,0
miseri,0,0,0,0,0
mishap,0,0,0,0,0
mislead,0,0,0,0,0
miss,0,0,1,0,0
mission,0,0,0,0,0
mist,0,0,0,0,0
mistak,0,0,0,0,0
mistaken,0,0,0,0,0
mistakingli,0,0,0,0,0
mistreat,0,0,0,0,0
mix,0,0,0,0,0
mixtri,0,0,0,0,0
mixtur,0,0,0,0,0
mkay,0,0,0,0,0
ml,0,0,0,0,0
mlk,0,0,0,0,0
mmmmm,0,0,0,0,0
mmmmmm,0,0,0,0,0
mn,0,0,0,0,0
mo,0,0,0,0,0
mob,0,0,0,0,0
moca,0,0,0,0,0
mocha,0,0,0,0,0
mode,0,0,0,0,0
model,0,0,0,0,0
moder,0,0,0,0,0
modern,0,0,0,0,0
moist,0,0,0,0,0
mom,0,0,0,0,0
moment,0,0,0,0,0
mommi,0,0,0,0,0
mon,0,0,0,0,0
monday,0,0,0,0,0
money,0,0,0,0,0
monica,0,0,0,0,0
monik,0,0,0,0,0
monkey,0,0,0,0,0
monopoli,0,0,0,0,0
monoton,0,0,0,0,0
monoxid,0,0,0,0,0
monrovia,0,0,0,0,0
montebello,0,0,0,0,0
month,0,0,0,0,0
monthli,0,0,0,0,0
months,0,0,0,0,0
montros,0,0,0,0,0
mood,0,0,0,0,0
moolah,0,0,0,0,0
moon,0,0,0,0,0
mop,0,0,0,0,0
mope,0,0,0,0,0
mor,0,0,0,0,0
moral,0,0,0,0,0
morbid,0,0,0,0,0
moreov,0,0,0,0,0
morgan,0,0,0,0,0
morn,0,0,0,0,0
moron,0,0,0,0,0
mortifi,0,0,0,0,0
mosqu,0,0,0,0,0
mostli,0,0,0,0,0
mot,0,0,0,0,0
moth,0,0,0,0,0
mother,0,0,0,0,0
motif,0,0,0,0,0
motiv,0,0,0,0,0
motor,0,0,0,0,0
motorist,0,0,0,0,0
mountain,0,0,0,0,0
mouth,0,0,0,0,0
move,0,0,0,0,0
movement,0,0,0,0,0
movi,0,0,0,0,0
moving,0,0,0,0,0
mozzarella,0,0,0,0,0
mr,0,0,0,0,0
ms,0,0,0,0,0
msg,0,0,0,0,0
mske,0,0,0,0,0
mt,0,0,0,0,0
muahahahaha,0,0,0,0,0
much,0,0,0,0,0
muffin,0,0,0,0,0
mug,0,0,0,0,0
multi,0,0,0,0,0
multipl,0,0,0,0,0
multitud,0,0,0,0,0
mumbl,0,0,0,0,0
mummifi,0,0,0,0,0
munch,0,0,0,0,0
munchi,0,0,0,0,0
mundan,0,0,0,0,0
mural,0,0,0,0,0
murder,0,0,0,0,0
muscl,0,0,0,0,0
muse,0,0,0,0,0
mushi,0,0,0,0,0
mushroom,0,0,0,0,0
music,0,0,0,0,0
muslim,0,0,0,0,0
must,0,0,0,0,0
mustache,0,0,0,0,0
mustard,0,0,0,0,0
mutter,0,0,0,0,0
mutual,0,0,0,0,0
mycdonald,0,0,0,0,0
myriad,0,0,0,0,0
mystic,0,0,0,0,0
na,0,0,0,0,0
nail,0,0,0,0,0
nake,0,0,0,0,0
name,0,0,0,0,0
namepl,0,0,0,0,0
nametag,0,0,0,0,0
napkin,0,0,0,0,0
nari,0,0,0,0,0
nasti,0,0,0,0,0
nastiest,0,0,0,0,0
nasty,0,0,0,0,0
nat,0,0,0,0,0
nation,0,0,0,0,0
nationwid,0,0,0,0,0
nativ,0,0,0,0,0
natur,0,0,0,0,0
nauseat,0,0,0,0,0
navig,0,0,0,0,0
nazi,0,0,0,0,0
ne,0,0,0,0,0
near,0,0,0,0,0
nearbi,0,0,0,0,0
nearby,0,0,0,0,0
nearest,0,0,0,0,0
nearli,0,0,0,0,0
neat,0,0,0,0,0
neatli,0,0,0,0,0
necessari,0,0,0,0,0
necessarili,0,0,0,0,0
neck,0,0,0,0,0
ned,0,0,0,0,0
need,0,0,1,1,0
needless,0,0,0,0,0
needlessli,0,0,0,0,0
neg,0,0,0,0,0
negat,0,0,0,0,0
neglig,0,0,0,0,0
neic,0,0,0,0,0
neighbor,0,0,0,0,0
neighborhood,0,0,0,0,0
neither,0,0,0,0,0
nelli,0,0,0,0,0
neon,0,0,0,0,0
nephew,0,0,0,0,0
nerv,0,0,0,0,0
neuron,0,0,0,0,0
neutral,0,0,0,0,0
nev,0,0,0,0,0
nevada,0,0,0,0,0
never,0,0,0,0,0
nevermind,0,0,0,0,0
new,0,0,0,0,0
newer,0,0,0,0,0
newest,0,0,0,0,0
newfound,0,0,0,0,0
newli,0,0,0,0,0
news,0,0,0,0,0
newsflash,0,0,0,0,0
newspaper,0,0,0,0,0
newsworthi,0,0,0,0,0
next,0,1,0,0,1
ni,0,0,0,0,0
nice,0,0,0,0,0
nicer,0,0,0,0,0
nicest,0,0,0,0,0
nickel,0,0,0,0,0
nickelback,0,0,0,0,0
niec,0,0,0,0,0
nigga,0,0,0,0,0
nigh,0,0,0,0,0
night,0,0,0,0,0
nightal,0,0,0,0,0
nightli,0,0,0,0,0
nightmar,0,0,0,0,0
nightooh,0,0,0,0,0
nightso,0,0,0,0,0
nighttim,0,0,0,0,0
nik,0,0,0,0,0
nimber,0,0,0,0,0
nine,0,0,0,0,0
nite,0,0,0,0,0
nobodi,1,0,0,0,0
nod,0,0,0,0,0
nog,0,0,0,0,0
nois,0,0,0,0,0
noisi,0,0,0,0,0
non,0,0,0,0,0
none,0,0,0,0,0
nonexist,0,0,0,0,0
nonsens,0,0,0,0,0
nonstop,0,0,0,0,0
noodl,0,0,0,0,0
noon,0,0,0,0,0
noooooooo,0,0,0,0,0
nope,0,0,0,0,0
noric,0,0,0,0,0
normal,0,0,0,0,0
north,0,0,0,0,0
northbound,0,0,0,0,0
northfield,0,0,0,0,0
northsid,0,0,0,0,0
nose,0,0,0,0,0
nostril,0,0,0,0,0
notabl,0,0,0,0,0
notb,0,0,0,0,0
notch,0,0,0,0,0
note,0,0,0,0,0
noteworthi,0,0,0,0,0
noteworthy,0,0,0,0,0
noth,0,0,0,0,0
nother,0,0,0,0,0
nothing,0,0,0,0,0
notic,0,0,0,0,0
notsogoodmethinks,0,0,0,0,0
notta,0,0,0,0,0
notwithstand,0,0,0,0,0
nougatin,0,0,0,0,0
nowher,0,0,0,0,0
nudg,0,0,0,0,0
nuff,0,0,0,0,0
nugget,0,0,0,0,0
nuggi,0,0,0,0,0
nugz,0,0,0,0,0
nuke,0,0,0,0,0
number,0,0,0,0,0
numbskul,0,0,0,0,0
numer,0,0,0,0,0
nurs,0,0,0,0,0
nut,0,0,0,0,0
nuthin,0,0,0,0,0
nutrit,0,0,0,0,0
nutshel,0,0,0,0,0
nv,0,0,0,0,0
ny,0,0,0,0,0
nyc,0,0,0,0,0
nye,0,0,0,0,0
nyni,0,0,0,0,0
o_o,0,0,0,0,0
oak,0,0,0,0,0
oakbrook,0,0,0,0,0
oatmeal,0,0,0,0,0
oatmealskip,0,0,0,0,0
obes,0,0,0,0,0
obey,0,0,0,0,0
object,0,0,0,0,0
oblig,0,0,0,0,0
oblivi,0,0,0,0,0
obnoxi,0,0,0,0,0
obscen,0,0,0,0,0
observ,0,0,0,0,0
observatori,0,0,0,0,0
obsess,0,0,0,0,0
obtain,0,0,0,0,0
obv,0,0,0,0,0
obviou,0,0,0,0,0
obvious,0,1,0,0,0
ocass,0,0,0,0,0
occas,0,0,0,0,0
occasion,0,0,0,0,0
occass,0,0,0,0,0
occup,0,0,0,0,0
occupi,0,0,0,0,0
occur,0,0,0,0,0
occurr,0,0,0,0,0
ocd,0,0,0,0,0
oct,0,0,0,0,0
octob,0,0,0,0,0
odd,0,0,0,0,0
oddli,0,0,0,0,0
odor,0,0,0,0,0
offend,0,0,0,0,0
offens,0,0,0,0,0
offer,0,0,0,0,0
offic,0,0,0,0,0
office,0,0,0,0,0
offici,0,0,0,0,0
offish,0,0,0,0,0
offstrip,0,0,0,0,0
offthestrip,0,0,0,0,0
ofici,0,0,0,0,0
oft,0,0,0,0,0
often,0,0,0,0,0
ogr,0,0,0,0,0
oh,0,0,0,0,0
ohh,0,0,0,0,0
ohio,0,0,0,0,0
oil,0,0,0,0,0
oj,0,0,0,0,0
ok,0,0,0,0,0
okay,0,0,0,0,0
okeedoke,0,0,0,0,0
ol,0,0,0,0,0
old,0,0,1,0,0
oldand,0,0,0,0,0
older,0,0,0,0,0
ole,0,0,0,0,0
oliv,0,0,0,0,0
olivia,0,0,0,0,0
olmst,0,0,0,0,0
olymp,0,0,0,0,0
omen,0,0,0,0,0
omg,0,0,0,0,0
onc,0,0,0,0,0
one,2,2,1,1,0
ongo,0,0,0,0,0
onion,0,0,0,0,0
onli,0,0,0,2,1
onlin,0,0,0,0,0
onlyit,0,0,0,0,0
onto,0,0,0,0,0
onward,0,0,0,0,0
ooh,0,0,0,0,0
oooh,0,0,0,0,0
ooooh,0,0,0,0,0
op,0,0,0,0,0
opaqu,0,0,0,0,0
open,0,0,0,0,0
oper,0,0,0,0,0
operate,0,0,0,0,0
opinion,0,0,0,0,0
opportunity,0,0,0,0,0
oppos,0,0,0,0,0
opposit,0,0,0,0,0
opt,0,0,0,0,0
optim,0,0,0,0,0
option,0,0,0,0,0
options2,0,0,0,0,0
orang,0,0,0,0,0
orbit,0,0,0,0,0
ord,0,0,0,0,0
order,1,0,3,0,1
orderactu,0,0,0,0,0
ordered,0,0,0,0,0
orderi,0,0,0,0,0
orderli,0,0,0,0,0
orderright,0,0,0,0,0
orders,0,0,0,0,0
orderthos,0,0,0,0,0
ordinari,0,0,0,0,0
ordinarili,0,0,0,0,0
oregon,0,0,0,0,0
oreo,0,0,0,0,0
org,0,0,0,0,0
organ,0,0,0,0,0
organs,0,0,0,0,0
ori,0,0,0,0,0
orient,0,0,0,0,0
origami,0,0,0,0,0
origin,0,0,0,0,0
orson,0,0,0,0,0
oscar,0,0,0,0,0
oth,0,0,0,0,0
otherwis,0,0,0,0,0
otther,0,0,0,0,0
ought,0,0,0,0,0
ounc,0,0,0,0,0
ourselv,0,0,0,0,0
outdat,0,0,0,0,0
outdoor,0,0,0,0,0
outer,0,0,0,0,0
outfit,0,0,0,0,0
outgrow,0,0,0,0,0
outhow,0,0,0,0,0
outi,0,0,0,0,0
outing,0,0,0,0,0
outlet,0,0,0,0,0
outpost,0,0,0,0,0
outrag,0,0,0,0,0
outright,0,0,0,0,0
outsid,0,1,0,0,0
outside,0,0,0,0,0
outstand,0,0,0,0,0
outta,0,0,0,0,0
outwardli,0,0,0,0,0
outweigh,0,0,0,0,0
ov,0,0,0,0,0
oval,0,0,0,0,0
overal,0,0,0,0,0
overcharg,0,0,0,0,0
overcook,0,0,0,0,0
overcrowd,0,0,0,0,0
overdon,0,0,0,0,0
overfil,0,0,0,0,0
overflow,0,0,0,0,0
overhaul,0,0,0,0,0
overhead,0,0,0,0,0
overhear,0,0,0,0,0
overheard,0,0,0,0,0
overkil,0,0,0,0,0
overli,0,0,0,0,0
overlook,0,0,0,0,0
overnight,0,0,0,0,0
overpr,0,0,0,0,0
overr,0,0,0,0,0
overrun,0,0,0,0,0
overthen,0,0,0,0,0
overwhelm,0,0,0,0,0
overwork,0,0,0,0,0
owe,0,0,0,0,0
owner,0,0,0,0,0
ownership,0,0,0,0,0
oxymoron,0,0,0,0,0
oy,0,0,0,0,0
pace,0,0,0,0,0
pacif,0,0,0,0,0
pack,0,0,0,0,0
packag,0,0,0,0,0
packer,0,0,0,0,0
packet,0,0,0,0,0
packets,0,0,0,0,0
pad,0,0,0,0,0
paddi,0,0,0,0,0
page,0,0,0,0,0
pagoda,0,0,0,0,0
paid,0,0,0,0,0
pain,0,0,0,0,0
painful,0,0,0,0,0
painless,0,0,0,0,0
paint,0,0,0,0,0
pair,0,0,0,0,0
pairs,0,0,0,0,0
palat,0,0,0,0,0
pale,0,0,0,0,0
palett,0,0,0,0,0
palm,0,0,0,0,0
pan,0,0,0,0,0
panacotta,0,0,0,0,0
pancak,0,0,0,0,0
panchito,0,0,0,0,0
panchitos,0,0,0,0,0
panda,0,0,0,0,0
pandemonium,0,0,0,0,0
pandora,0,0,0,0,0
panel,0,0,0,0,0
panhandl,0,0,0,0,0
panhandling,0,0,0,0,0
pant,0,0,0,0,0
pants,0,0,1,0,0
pao,0,0,0,0,0
paper,0,0,0,0,0
par,0,0,0,0,0
paradis,0,0,0,0,0
paragon,0,0,0,0,0
parallel,0,0,0,0,0
paranoid,0,0,0,0,0
paranorm,0,0,0,0,0
parec,0,0,0,0,0
parent,0,0,0,0,0
parfait,0,0,0,0,0
park,0,0,0,0,0
parker,0,0,0,0,0
parkway,0,0,0,0,0
part,0,0,0,0,0
parti,0,0,0,0,0
partial,0,0,0,0,0
particip,0,0,0,0,0
particular,0,0,0,0,0
particularli,0,0,0,0,0
